"response","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
1,-744,-34,-0.25,0.06,1.58,1.8,-14,-3,-0.013,1,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029
5,-664,-63,-0.48,-0.38,1.32,0.8,-15,27,-0.001,4.9,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.022
2,17,-76,-0.26,-0.17,0.63,-0.3,-16,27,0.026,-0.2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.022
2,287,-73,0.01,-0.17,0.35,-0.4,-16,27,0.025,-0.1,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.024,0.024,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.7,0.022
2,448,-69,0.13,-0.05,0.2,-0.4,-16,26,0.009,-0.7,0.027,0.027,0.027,0.027,0.027,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.024,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0.7,0.024
1,570,-37,0.18,0.26,0.27,0.2,-16,-17,0,-0.3,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.031
1,439,-28,0.18,0.26,0.39,0.4,-16,-13,-0.002,-0.3,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.031
1,179,-19,0.09,0.4,0.69,0.7,-15,-19,-0.011,-1.7,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.032
1,91,-18,0.05,0.37,0.8,0.7,-15,-25,-0.011,-1,0.031,0.031,0.031,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0.9,0.032
2,-283,-21,-0.16,0.15,1.11,0.6,-15,-14,-0.013,2,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.029,0.029,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,-0.002,0,-0.002,0,0,0,0,0,0.8,0.03
1,-314,-39,-0.23,0.1,1.06,-0.3,-16,2,0.004,-0.1,0.026,0.026,0.026,0.026,0.026,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,-0.002,0,0,0,0,0,0,0,0,0,0.8,0.027
7,-268,-46,-0.16,0,0.98,-0.6,-16,8,0.005,1.3,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026
2,3,-56,0.46,0.05,0.71,-0.9,-17,8,0.034,-0.1,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025
1,105,-54,0.88,0.05,0.61,0.1,-16,7,0.026,-0.2,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.026,0.026,0.026,0.026,0.025,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.7,0.025
1,136,-53,0.88,0.17,0.61,0.9,-15,-1,-0.01,-1.6,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027
1,107,-51,0.74,0.15,0.64,1.7,-14,-4,-0.027,-0.3,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.8,0.027
1,3,-49,0.19,0.18,0.78,2.4,-14,-11,-0.045,-0.1,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.028
7,-154,-51,-0.55,0.2,0.94,2.1,-14,-12,-0.05,0.1,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.027,0.027,0.027,0.027,0.028,0,0,0,0,0,0,0,-0.002,0,0,0,-0.002,0,0.8,0.028
9,-161,-58,-1.07,-0.19,0.81,-0.4,-16,12,0.025,3.8,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.023,0.023,0.023,0,0,0,0,0,0,0,-0.001,0,-0.001,0,-0.001,0,0.7,0.023
9,49,-59,-0.71,-0.07,0.58,-1.3,-17,21,0.038,-0.5,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.022,0.022,0.022,0.022,0.022,-0.001,0,0,0,0,-0.001,0,0.001,0,0,0,0,0,0.6,0.022
9,281,-56,-0.19,-0.04,0.37,-1.8,-18,17,0.046,-0.4,0.024,0.023,0.023,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.023,0.023,0.023,0,0.001,0,0,0,0,0,0,0,-0.001,0,-0.001,0,0.7,0.023
2,425,-51,0.21,-0.07,0.21,-1.8,-18,19,0.049,0.3,0.026,0.026,0.026,0.026,0.026,0.025,0.025,0.024,0.024,0.023,0.023,0.022,0.022,0.022,0,0,0,0.001,0,0.001,0,0,0,0.001,0,0,0,0.6,0.022
1,355,-29,0.79,0.32,0.49,0.1,-16,-28,-0.01,0.8,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.031
1,21,-25,0.66,0.36,0.81,1.1,-15,-26,-0.011,-0.3,0.026,0.03,0.03,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,-0.005,-0.002,0,0,0,0,0,0,0,0,0,0,0,0.8,0.031
1,-82,-25,0.57,0.4,0.92,1.3,-15,-27,-0.029,-0.5,0.026,0.026,0.026,0.026,0.026,0.03,0.03,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,-0.001,0,-0.005,0,-0.002,0,0,0,0,0,0,0,0.8,0.031
2,-362,-28,0.3,0.03,1.16,1.7,-14,-26,-0.025,3,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0,-0.002,0,0,0,-0.001,0,0.8,0.026
3,-392,-40,-0.17,-0.05,1.09,1.8,-14,-2,-0.008,1.2,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.7,0.023
2,-312,-45,-0.13,-0.03,0.94,1.7,-14,15,0.004,-0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0.6,0.023
1,363,-43,-0.27,-0.04,0.28,0.9,-15,13,-0.005,-0.1,0.027,0.027,0.027,0.025,0.025,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0.002,0,0.002,0,0,0,0,0,0,0,0,0,0.6,0.022
3,508,-34,-0.32,0.34,0.19,0.6,-15,6,-0.006,-3.7,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.027
6,269,-19,-0.32,0.19,0.46,-0.4,-16,-8,0.013,0.2,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026
1,94,-10,0.27,0.18,0.62,-0.6,-17,-6,0.025,-0.3,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026
2,-40,-9,0.45,0.24,0.77,0.8,-15,-10,-0.03,-1.3,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026
3,-220,-12,-0.06,0.21,0.94,1.1,-15,-12,-0.028,-0.1,0.023,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.025,0.025,0.026,-0.002,0,0,0,0,0,0,0,0,-0.001,0,-0.003,0,0.7,0.026
2,-246,-17,-0.08,0.13,0.91,1,-15,2,0,-0.9,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.023,0.023,0.024,0,0,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0.7,0.024
1,-202,-20,-0.05,-0.1,0.8,0.9,-15,13,0.005,2.2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022
4,170,-20,-0.26,0.03,0.47,0.6,-15,8,-0.01,-0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022
2,343,5,0.11,0.2,0.37,-0.4,-16,-9,0.013,-0.9,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025
2,109,16,0.29,0.28,0.63,0.4,-16,-19,-0.003,-0.7,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.027
2,-501,-37,-0.31,0.02,1.09,0.3,-16,10,-0.005,-0.6,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021
4,-285,-49,-0.35,-0.2,0.83,-0.4,-16,17,-0.001,2.8,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019
2,625,-26,0.36,0.04,0.01,-0.8,-17,9,0.013,0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022
1,755,-7,0.53,0.13,-0.11,0,-16,7,0.005,-0.7,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.6,0.023
2,338,22,0.27,0.29,0.42,1.4,-15,-26,-0.021,0.9,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027
5,-180,25,-0.08,0.16,0.87,1.5,-15,-20,-0.002,2.2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,-0.004,0,0,0,0,0,0,0,0.7,0.025
6,-260,23,-0.08,0.24,0.93,1.5,-15,-13,-0.002,-0.4,0.02,0.02,0.02,0.021,0.021,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.025,0,-0.002,0,-0.002,0,0,0,0,0,0,0,-0.004,0,0.7,0.025
1,-76,14,0.14,-0.16,0.57,1.4,-15,28,0.018,0.7,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018
1,303,17,0.37,0.05,0.25,1.8,-14,22,-0.003,-1.3,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.5,0.021
1,350,21,0.19,0.15,0.31,2,-14,-3,-0.034,-3,0.023,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.001,0,0,-0.001,0,0,0,0,0,0,0,0,0,0.6,0.022
2,254,36,-0.51,0.16,0.41,1.5,-15,-9,-0.02,0.6,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.7,0.024
4,163,40,-0.69,0.4,0.55,0.9,-15,-16,-0.018,-3.4,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.025,0.025,0.026,0.026,0.026,0.026,0.026,0,0,0,-0.001,0,-0.001,0,-0.002,0,0,0,0,0,0.7,0.026
6,-60,40,-0.7,0.21,0.7,-0.3,-16,-6,0.009,0,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.023,0.023,0.024,0,0,0,0,0,0,0,0,0,-0.001,0,-0.002,0,0.7,0.024
5,42,37,0.03,0.03,0.52,-1.4,-17,16,0.029,-1,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02
3,241,41,0.46,0.36,0.38,-1,-17,8,0.02,-3.3,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.025
2,78,44,0.67,0.2,0.59,-0.3,-16,-13,0.016,1.4,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025
2,-26,45,0.72,0.31,0.71,0.4,-16,-18,-0.001,-1.4,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0.7,0.025
1,-223,42,0.66,0.19,0.87,1.2,-15,-13,-0.01,1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,-0.003,0,0,0,0.7,0.024
2,-431,19,-0.23,0.13,1.03,2.3,-14,-6,-0.025,0,0.022,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023
3,-503,8,-0.53,0.12,1.1,1.8,-14,-6,-0.016,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.022,0,0,0,0,0,0,0,0,0,0,0,-0.003,0,0.6,0.022
5,-429,-2,-0.67,0.05,0.97,1.1,-15,9,-0.011,-1.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,-0.001,0,-0.001,0,0,0,0.6,0.02
6,65,-14,-0.22,-0.09,0.46,-0.7,-17,20,0.022,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018
2,417,-7,0.19,0.32,0.21,-0.7,-17,8,0.024,-6.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022
1,281,10,0.42,0.17,0.38,0.5,-16,-11,-0.01,0.6,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023
2,-152,15,-0.19,0.21,0.79,1.1,-15,-13,-0.018,0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024
4,-293,11,-0.38,0.21,0.92,0.7,-15,-13,-0.016,0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.022,0.022,0.022,0.022,0.024,0.024,0.024,0,0,0,0,0,-0.002,0,0,0,-0.002,0,0,0,0.7,0.024
6,-151,-7,-0.22,0,0.69,-0.7,-17,11,0.015,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019
2,120,-8,0.18,-0.05,0.42,-0.8,-17,14,0.026,0.6,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0.001,0,0.002,0,0,0,0,0,0,0,0.5,0.019
1,90,2,0.45,0.2,0.55,0.5,-15,-11,-0.007,0,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023
1,-37,3,0.37,0.2,0.67,1,-15,-12,-0.008,-0.2,0.023,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.023,0.023,0.023,-0.002,0,0,0,0,0,0,0,0,0.001,0,0,0,0.6,0.023
3,-387,-10,-0.52,-0.03,0.94,0.9,-15,-1,-0.028,3.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021
6,-344,-19,-0.85,0.08,0.9,-0.2,-16,2,-0.022,0.4,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,-0.002,0,0.001,0,0.6,0.021
8,-304,-26,-0.72,0.1,0.86,-1.3,-17,4,0.012,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.021,0,0,0,0,0,0,0,-0.002,0,-0.001,0,-0.002,0,0.6,0.021
4,-6,-32,-0.13,0.03,0.53,-2.1,-18,17,0.039,-1.4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018
1,209,-23,0.6,0.15,0.43,-1.1,-17,-11,0.009,1.5,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023
1,-32,-19,0.41,0.32,0.69,0.5,-16,-20,-0.047,-1.3,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024
7,-375,-25,-0.37,-0.07,0.96,0.5,-16,-15,-0.033,3.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.02,0,0,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0.7,0.02
5,-7,-33,-0.58,-0.14,0.49,-1,-17,24,0.032,1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017
3,286,-30,-0.22,-0.11,0.22,-1.4,-17,24,0.03,0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.018,0.018,0.017,0.017,0.017,0,0,0,0,0,0,0,0.003,0,0.001,0,0,0,0.5,0.017
5,385,-14,0.19,0.19,0.25,-1.3,-17,-6,0.006,-0.9,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022
2,296,-3,0.37,0.12,0.31,-0.8,-17,-3,0.017,0.6,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021
1,250,6,0.57,0.2,0.37,0.2,-16,-6,-0.007,-0.9,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022
2,-65,12,0.04,0.2,0.68,1.4,-15,-13,-0.026,-0.1,0.022,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023
2,-230,3,-0.38,0.1,0.77,0.7,-15,3,-0.006,-1.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02
6,-196,-6,-0.42,0.12,0.76,-0.4,-16,-4,0.002,0.3,0.019,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.003,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021
2,-20,-14,-0.1,-0.02,0.53,-1.3,-17,16,0.025,-0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018
2,438,1,0.29,0.04,0.13,-0.5,-16,9,-0.005,-0.1,0.022,0.021,0.021,0.021,0.021,0.021,0.021,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.001,0,0,0,0,0.002,0,0,0,0,0,0,0,0.5,0.019
2,245,23,0.14,0.26,0.4,0.3,-16,-16,-0.006,-0.2,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023
3,-422,17,-0.16,0.18,1.01,0.3,-16,-17,-0.008,0.6,0.02,0.02,0.02,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,-0.003,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022
4,-457,-12,-0.09,0.07,0.96,-0.4,-16,5,0.008,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02
3,-447,-14,-0.07,0.07,0.95,-0.5,-16,5,0.008,-0.1,0.018,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02
2,-399,-21,0.02,0.07,0.91,-0.5,-16,5,0.008,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.018,0.018,0.02,0.02,0.02,0,0,0,0,0,-0.002,0,0,0,-0.002,0,0,0,0.6,0.02
2,392,-23,-0.06,-0.02,0.15,-0.3,-16,13,-0.004,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018
3,605,4,-0.16,0.09,0,-0.5,-16,2,-0.005,0.7,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.6,0.02
2,53,32,0.03,0.26,0.57,-1.1,-17,-16,0.008,0.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023
5,-413,22,0.04,0.12,0.94,-0.9,-17,-3,-0.005,1.9,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021
2,-45,-11,0.57,0.01,0.56,0.5,-16,10,0.009,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018
2,92,-10,0.67,0,0.43,1.4,-15,9,0.005,-0.2,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0.019,0.018,0.001,0,0,0,0,0,0,0,0,0,0,0.001,0,0.5,0.018
1,126,-9,0.63,0.16,0.44,1.8,-14,1,-0.017,-2.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.6,0.02
1,81,-7,0.41,0.21,0.52,2.4,-14,-9,-0.022,-1.8,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.6,0.021
4,-39,-7,0.01,0.21,0.64,2.6,-13,-15,-0.047,-0.4,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.6,0.022
8,-252,-10,-0.78,0.22,0.85,2.1,-14,-18,-0.058,0.2,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.019,0.019,0.02,0.02,0.022,0.022,0.023,0,0,0,-0.002,0,-0.003,0,-0.002,0,-0.003,0,-0.002,0,0.6,0.023
9,-107,-17,-0.73,-0.13,0.54,0.8,-15,30,0.024,-1.5,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.015
7,98,-17,-0.45,-0.15,0.37,0.3,-16,25,0.034,0.3,0.016,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.001,0,0,0,0,-0.001,0,0,0,0,0,0,0,0.5,0.015
4,413,-12,-0.04,-0.16,0.07,0,-16,27,0.036,0.2,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.021,0.021,0.016,0.016,0.015,0,0,0,0,0,0,0,0.002,0,0.004,0,0.001,0,0.4,0.015
2,465,-4,0.27,0.39,0.25,0.2,-16,-29,0.027,-4.9,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.7,0.023
2,256,3,0.43,0.35,0.4,0.5,-15,-19,0.007,-1.7,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.024
