# Official results - the 37th PZU Warsaw Marathon (2015)
# Source: https://pzumaratonwarszawski.com/en/aktualnosci/official-results/
# `mins` gives the gun time in minutes
sex,country,category,mins
F,PL,F30,287.77
F,PL,F20,290.07
F,PL,F20,290.23
M,PL,M30,288.12
M,PL,M40,290.6
M,PL,M30,289.4
M,PL,M40,290.38
M,PL,M20,289.47
F,PL,F50,288.47
F,PL,F40,288.68
M,PL,M20,286.88
M,PL,M30,288.6
M,PL,M30,287.87
M,PL,M30,290.22
M,PL,M40,285.65
F,PL,F20,288.9
M,PL,M40,289.55
F,PL,F20,288.27
M,PL,M40,288.9
M,PL,M60,288.7
F,PL,F30,288.78
M,PL,M30,287.6
F,PL,F30,282.57
M,PL,M40,286.97
M,PL,M30,287.93
M,PL,M30,289.02
M,PL,M40,289.47
M,PL,M30,287.8
M,PL,M30,288.72
M,PL,M40,289.17
M,PL,M30,288.5
M,PL,M40,288.0
F,PL,F40,286.43
M,PL,M30,289.65
M,PL,M40,288.7
F,PL,F50,288.77
M,PL,M60,289.35
M,PL,M30,289.07
M,PL,M50,291.38
M,PL,M40,289.18
M,PL,M50,283.72
M,PL,M50,290.3
M,PL,M40,291.22
M,PL,M60,288.05
M,PL,M30,290.88
M,PL,M30,291.23
F,PL,F20,291.43
M,PL,M30,288.05
M,PL,M30,290.95
M,PL,M30,288.2
M,PL,M30,286.23
M,PL,M40,289.85
F,PL,F30,289.85
M,PL,M30,289.85
M,PL,M20,286.07
F,PL,F30,290.88
M,PL,M40,290.88
F,DK,F60,286.8
M,PL,M20,287.57
M,PL,M30,287.32
M,PL,M30,289.83
M,PL,M20,287.65
M,PL,M40,284.52
F,PL,F30,291.2
M,PL,M20,287.05
M,PL,M30,291.5
M,PL,M30,289.57
F,PL,F30,291.45
M,PL,M30,291.47
M,PL,M40,287.8
F,PL,F40,292.05
M,PL,M30,291.8
M,PL,M40,291.22
F,PL,F30,292.75
M,PL,M50,288.95
M,PL,M20,286.8
M,PL,M40,292.75
F,PL,F30,290.38
M,PL,M30,292.25
F,PL,F20,292.22
M,PL,M30,291.5
M,PL,M20,289.28
M,PL,M40,291.5
F,IL,F30,291.63
M,PL,M40,291.55
F,PL,F40,291.77
M,PL,M20,289.07
M,PL,M70,292.23
M,PL,M30,286.07
M,US,M30,288.07
M,PL,M40,287.98
M,PL,M20,292.88
M,PL,M40,283.85
M,PL,M30,288.33
M,PL,M30,291.35
M,PL,M30,289.33
M,PL,M30,292.1
M,PL,M20,289.6
M,PL,M20,290.78
M,PL,M40,285.63
F,PL,F20,292.32
M,PL,M40,292.35
M,PL,M30,290.37
M,JP,M30,293.18
M,PL,M40,291.9
M,PL,M20,289.58
F,PL,F20,292.87
M,PL,M20,290.5
M,GB,M50,291.08
M,PL,M30,293.43
M,PL,M20,293.08
M,PL,M20,290.78
M,PL,M30,293.4
M,PL,M40,291.15
M,PL,M40,287.07
F,PL,F40,293.03
F,PL,F20,291.4
M,DK,M60,293.02
M,PL,M20,289.98
M,PL,M40,290.98
M,US,M50,293.4
F,PL,F20,296.23
M,PL,M40,291.7
M,PL,M30,288.47
F,PL,F30,289.53
M,PL,M50,290.0
M,PL,M40,291.1
M,DE,M50,291.53
F,PL,F30,292.65
M,PL,M20,292.65
M,PL,M30,291.3
M,PL,M30,286.03
F,PL,F20,291.72
F,PL,F50,293.27
M,PL,M30,292.5
F,PL,F40,293.27
M,PL,M30,292.95
M,US,M40,292.1
M,PL,M50,294.27
M,PL,M30,294.27
F,PL,F30,293.75
M,PL,M20,286.12
M,PL,M20,287.22
M,PL,M20,293.8
M,PL,M50,291.3
M,PL,M50,292.17
M,PL,M40,293.25
F,PL,F40,291.8
M,PL,M20,289.98
M,PL,M30,291.83
M,PL,M30,290.03
M,PL,M30,292.77
F,PL,F30,292.77
M,PL,M30,291.62
M,PL,M30,292.38
M,PL,M30,294.13
M,PL,M50,289.23
M,PL,M20,293.77
M,PL,M30,292.55
F,PL,F40,294.05
F,PL,F20,293.5
M,PL,M40,293.65
M,PL,M30,291.1
M,PL,M30,293.93
M,PL,M40,293.65
M,PL,M30,293.98
M,PL,M20,294.47
F,PL,F30,294.52
M,PL,M40,294.68
F,PL,F40,294.0
M,PL,M20,289.68
M,PL,M40,289.08
M,PL,M40,293.67
M,PL,M30,286.08
M,PL,M60,294.32
M,PL,M20,294.1
M,PL,M50,292.48
F,PL,F20,292.7
F,PL,F30,295.08
M,PL,M30,292.72
M,PL,M50,294.93
M,PL,M30,294.57
M,PL,M30,293.0
M,PL,M40,295.55
F,PL,F20,294.47
F,PL,F30,294.32
M,IE,M40,289.9
M,PL,M20,292.28
M,PL,M60,292.57
M,PL,M30,294.48
M,PL,M20,294.62
F,PL,F40,295.33
F,PL,F40,291.68
M,PL,M30,293.63
M,PL,M30,293.43
M,PL,M30,291.03
M,PL,M20,292.47
M,PL,M40,294.88
M,PL,M40,294.4
M,PL,M20,288.65
F,PL,F40,294.48
M,PL,M40,293.45
F,PL,F30,294.48
M,PL,M20,293.85
F,PL,F40,294.48
M,PL,M50,293.52
M,PL,M50,292.68
M,PL,M30,290.65
M,PL,M30,293.58
M,PL,M40,293.5
M,PL,M40,292.88
F,PL,F20,290.07
F,PL,F20,292.43
M,PL,M30,295.88
M,PL,M30,295.02
M,PL,M30,292.93
F,PL,F30,291.68
M,PL,M20,295.0
F,PL,F30,295.02
M,PL,M40,295.02
M,PL,M50,294.95
M,PL,M30,295.47
M,PL,M30,287.52
M,PL,M20,289.8
F,PL,F20,293.73
M,PL,M50,291.28
M,PL,M30,295.67
M,PL,M60,294.27
M,PL,M40,295.43
M,PL,M30,292.77
M,PL,M30,293.2
M,PL,M20,295.28
F,PL,F40,294.63
M,PL,M40,294.27
F,PL,F40,296.8
M,PL,M30,294.07
M,PL,M20,295.32
M,PL,M30,295.33
M,PL,M50,293.62
M,PL,M40,293.52
F,PL,F40,296.58
M,PL,M50,296.28
F,PL,F20,295.42
M,PL,M30,296.9
M,FR,M50,288.63
F,PL,F30,296.5
F,PL,F20,294.45
M,PL,M40,296.68
M,PL,M40,296.32
M,PL,M30,294.95
M,PL,M30,296.18
M,GB,M60,292.9
M,PL,M30,293.75
M,PL,M40,297.45
M,PL,M40,293.72
M,PL,M20,296.25
F,PL,F40,296.0
M,SE,M30,296.67
M,PL,M20,292.13
F,PL,F20,296.72
M,PL,M50,297.02
M,RU,M20,297.35
M,PL,M40,296.72
F,PL,F40,296.52
M,PL,M20,294.13
F,PL,F40,297.18
F,HU,F30,297.02
M,PL,M20,294.77
M,PL,M50,293.98
M,PL,M20,297.17
F,PL,F20,296.9
F,PL,F20,297.05
M,PL,M30,297.25
M,PL,M20,296.88
M,PL,M20,297.07
M,PL,M30,294.03
M,PL,M30,297.42
M,PL,M30,292.13
F,PL,F40,295.3
M,PL,M40,295.3
M,PL,M20,295.3
M,PL,M30,293.97
M,PL,M60,296.88
M,PL,M40,295.9
M,PL,M40,295.82
M,PL,M40,295.55
M,PL,M40,295.83
M,PL,M20,295.83
M,PL,M30,297.05
F,PL,F20,297.63
M,PL,M30,297.53
M,PL,M30,298.83
M,PL,M50,295.2
M,PL,M30,297.08
F,PL,F30,297.15
M,PL,M30,294.02
F,PL,F40,293.15
M,PL,M40,295.25
F,PL,F40,297.33
M,PL,M30,297.78
F,PL,F40,297.28
M,PL,M30,294.2
F,PL,F40,297.28
F,PL,F30,297.77
M,PL,M40,296.13
M,PL,M60,297.18
M,PL,M30,297.62
M,SI,M30,298.3
M,PL,M20,298.18
F,PL,F40,294.33
M,PL,M40,295.78
F,PL,F30,297.62
M,PL,M20,297.12
M,PL,M30,298.08
M,PL,M60,295.62
M,PL,M30,298.23
M,PL,M30,293.05
M,PL,M40,297.83
M,PL,M20,297.58
M,PL,M20,297.53
F,PL,F30,298.13
F,PL,F40,295.18
F,PL,F50,298.2
F,PL,F40,297.83
M,PL,M40,296.43
M,PL,M30,296.5
M,PL,M40,296.47
M,PL,M40,295.93
M,PL,M40,296.77
F,PL,F20,295.3
M,PL,M40,296.78
M,PL,M20,295.97
M,PL,M20,298.73
M,PL,M30,295.2
M,PL,M40,295.67
M,PL,M20,298.52
F,PL,F30,297.98
M,PL,M30,296.8
F,PL,F30,298.3
F,PL,F20,297.0
M,PL,M20,296.95
M,PL,M60,296.5
M,PL,M30,298.23
M,PL,M30,298.03
F,FI,F20,297.27
F,PL,F30,297.87
M,PL,M40,298.97
M,PL,M30,294.7
M,PL,M50,298.3
M,PL,M40,297.48
M,FI,M50,297.27
M,PL,M40,298.68
F,PL,F30,298.38
M,PL,M40,296.48
M,PL,M40,297.42
M,PL,M40,297.93
M,PL,M40,298.62
F,PL,F30,299.43
M,PL,M40,297.07
M,PL,M20,292.48
M,PL,M20,297.18
F,PL,F40,298.8
M,PL,M40,296.98
M,PL,M50,295.42
M,PL,M50,297.23
M,BE,M20,296.72
M,PL,M30,299.75
M,UA,M20,298.83
M,PL,M20,296.47
F,PL,F30,297.5
M,PL,M50,297.23
M,PL,M30,297.5
M,PL,M40,295.12
M,PL,M30,297.75
M,PL,M30,299.7
M,PL,M40,300.17
F,PL,F30,297.95
M,PL,M50,298.9
M,US,M50,296.82
M,PL,M50,299.48
M,PL,M40,298.6
F,PL,F30,299.4
F,PL,F30,299.38
M,PL,M50,300.73
M,PL,M20,298.48
M,PL,M30,299.97
F,PL,F30,299.73
M,PL,M30,296.25
M,BE,M60,297.02
M,NO,M40,298.08
F,PL,F40,298.07
M,PL,M20,299.65
M,GB,M30,292.77
M,PL,M30,296.23
M,IT,M60,297.27
M,PL,M30,300.67
M,PL,M30,298.62
M,PL,M30,298.42
F,PL,F30,300.47
F,PL,F40,301.02
M,PL,M30,300.82
M,PL,M70,300.38
F,PL,F40,301.02
M,PL,M40,299.97
F,PL,F20,300.4
M,PL,M40,298.17
M,PL,M60,297.08
F,PL,F40,293.07
F,PL,F50,305.03
F,PL,F30,300.33
M,PL,M30,300.33
M,PL,M50,300.3
M,PL,M20,301.75
M,PL,M30,298.92
M,PL,M40,300.85
M,PL,M50,301.02
M,PL,M30,301.08
M,PL,M30,301.13
F,PL,F40,298.53
M,PL,M30,301.67
M,PL,M30,301.45
M,PL,M60,299.07
M,PL,M40,301.58
M,PL,M30,300.93
F,PL,F30,299.02
F,PL,F20,299.68
M,PL,M20,300.0
M,PL,M30,301.23
M,PL,M30,300.13
M,PL,M50,300.68
F,PL,F40,301.92
M,PL,M30,298.32
M,PL,M20,298.3
M,PL,M30,301.15
F,PL,F30,301.13
F,SE,F20,298.65
M,IT,M50,297.83
F,PL,F30,301.05
M,PL,M40,299.92
M,PL,M30,300.67
F,PL,F30,302.22
M,PL,M30,299.9
M,PL,M30,302.53
F,PL,F20,301.65
M,PL,M60,301.0
M,DK,M30,300.33
M,PL,M30,296.98
M,PL,M40,300.55
F,PL,F40,302.08
M,PL,M40,299.95
F,PL,F60,302.32
M,PL,M40,297.13
F,PL,F40,305.58
M,PL,M60,299.67
M,PL,M20,300.52
M,PL,M30,302.7
M,PL,M40,296.4
F,PL,F30,302.13
M,PL,M40,302.13
F,PL,F40,303.72
M,PL,M30,302.77
M,PL,M20,302.1
M,PL,M40,300.12
F,PL,F30,301.07
F,PL,F40,301.22
M,PL,M40,298.15
M,MN,M60,303.17
M,PL,M30,301.43
F,GB,F50,301.17
M,PL,M20,300.35
M,PL,M30,302.97
F,PL,F40,301.6
M,AT,M60,301.12
M,PL,M40,301.6
M,PL,M50,299.83
F,PL,F30,302.53
F,PL,F40,302.55
M,PL,M40,303.33
M,PL,M30,301.43
M,CO,M40,303.38
M,PL,M40,302.43
M,PL,M40,302.43
F,JP,F40,302.15
M,PL,M30,304.52
M,PL,M30,303.62
M,FI,M30,302.17
F,PL,F30,303.63
M,PL,M50,303.63
M,PL,M30,303.47
M,HU,M30,304.85
M,PL,M40,297.33
M,PL,M30,299.35
M,PL,M20,302.47
F,PL,F20,304.03
F,PL,F20,303.43
M,PL,M50,303.45
F,PL,F20,303.77
M,PL,M30,298.05
M,PL,M20,303.88
M,PL,M30,304.72
M,PL,M20,303.92
M,PL,M40,304.12
M,PL,M50,299.55
M,PL,M30,305.02
M,PL,M30,304.08
M,PL,M40,299.6
M,PL,M20,301.07
F,PL,F20,304.03
M,PL,M20,305.58
F,GB,F30,305.53
F,PL,F40,302.35
M,PL,M20,304.62
M,PL,M30,304.38
M,PL,M30,304.43
M,PL,M30,305.75
M,FI,M40,304.55
F,US,F60,305.37
M,PL,M40,301.22
F,PL,F30,304.73
F,PL,F30,305.38
M,PL,M60,302.9
M,GB,M30,299.5
F,BY,F30,305.7
F,PL,F40,304.78
M,DE,M30,296.93
M,PL,M30,303.45
M,PL,M30,303.45
M,PL,M40,305.42
M,PL,M30,304.75
M,PL,M40,297.17
M,PL,M30,304.68
M,PL,M30,300.98
F,PL,F30,306.2
M,PL,M40,304.08
M,PL,M30,301.12
M,PL,M30,305.65
M,PL,M50,306.08
M,PL,M40,311.2
M,PL,M20,302.15
F,PL,F20,305.75
M,PL,M30,304.48
M,PL,M40,298.32
M,PL,M40,302.53
F,PL,F40,305.95
M,PL,M40,313.62
M,PL,M20,306.8
M,PL,M30,305.42
M,PL,M40,306.2
M,PL,M50,304.33
F,FI,F50,304.83
M,PL,M40,302.77
M,PL,M30,305.85
M,PL,M40,306.32
F,PL,F20,306.47
M,PL,M30,301.68
M,PL,M20,305.77
M,FR,M20,305.18
M,PL,M50,304.98
F,FR,F50,302.57
M,PL,M20,305.87
M,PL,M30,302.27
M,PL,M20,299.85
F,PL,F20,304.2
F,FR,F50,301.47
M,PL,M40,302.92
M,PL,M60,302.9
M,PL,M40,305.35
M,PL,M30,307.02
M,PL,M40,304.93
M,PL,M30,307.53
M,PL,M40,304.4
F,PL,F40,307.6
M,PL,M50,307.47
M,PL,M30,303.03
F,PL,F30,307.4
M,PL,M30,312.33
M,PL,M20,307.68
M,PL,M30,306.82
M,PL,M50,299.28
F,PL,F50,305.87
M,PL,M30,304.87
M,PL,M20,305.87
M,PL,M40,300.62
F,PL,F40,306.98
F,PL,F50,307.43
M,PL,M20,308.47
F,PL,F30,306.88
F,PL,F40,307.12
M,PL,M30,304.82
F,PL,F40,305.78
F,PL,F30,308.22
M,PL,M30,304.82
M,DE,M20,305.85
M,PL,M50,308.07
F,PL,F30,308.7
M,PL,M30,307.92
F,PL,F30,305.8
M,PL,M40,308.45
M,PL,M40,307.93
M,JP,M30,307.85
M,PL,M40,307.2
M,PL,M30,307.2
M,PL,M30,307.98
M,PL,M40,306.22
F,PL,F20,308.47
F,PL,F20,308.2
M,PL,M50,305.8
M,PL,M40,308.73
M,PL,M60,308.13
F,PL,F20,305.53
M,PL,M30,308.33
F,PL,F40,308.4
F,PL,F30,306.78
F,PL,F30,308.4
M,PL,M40,308.05
F,PL,F20,304.25
M,PL,M20,306.92
M,PL,M40,308.62
M,PL,M40,308.93
M,PL,M40,308.28
M,PL,M40,308.72
F,PL,F30,308.92
F,PL,F60,310.53
F,PL,F30,308.73
M,PL,M30,303.48
M,PL,M20,306.32
F,PL,F40,307.53
M,PL,M30,307.0
M,PL,M40,309.93
M,PL,M40,308.42
M,IT,M40,308.88
M,PL,M30,309.75
M,PL,M50,308.67
M,PL,M60,309.97
M,PL,M20,308.55
F,PL,F40,308.1
M,PL,M20,308.62
M,PL,M60,305.63
M,PL,M20,304.45
M,PL,M40,308.63
M,PL,M40,309.68
M,PL,M60,308.5
M,NG,M50,306.42
M,PL,M30,308.0
M,PL,M30,306.38
M,PL,M40,309.27
M,PL,M30,309.45
M,PL,M30,305.9
F,PL,F30,308.4
M,PL,M40,308.18
M,PL,M20,310.33
M,PL,M30,307.63
F,PL,F30,310.45
M,US,M40,311.08
M,PL,M30,309.82
M,PL,M30,309.2
M,PL,M30,308.37
M,PL,M50,310.27
F,PL,F30,309.05
F,PL,F30,311.33
M,PL,M20,306.85
M,PL,M20,311.35
M,PL,M30,307.82
M,PL,M40,311.18
M,MX,M40,310.9
F,PL,F20,309.57
F,PL,F30,311.32
M,PL,M40,309.57
M,PL,M40,311.55
M,PL,M20,310.62
F,PL,F30,311.57
M,PL,M30,311.55
M,PL,M60,311.12
M,PL,M40,308.37
M,PL,M70,312.75
M,PL,M40,311.48
F,SE,F50,312.12
M,PL,M40,312.5
M,PL,M40,311.92
M,PL,M30,312.12
M,PL,M50,312.57
M,PL,M20,311.83
M,PL,M40,312.45
F,PL,F30,311.85
M,RU,M30,312.75
M,PL,M30,313.42
F,GB,F30,312.2
F,PL,F30,314.45
M,PL,M70,307.18
M,PL,M40,313.38
M,PL,M20,311.35
M,PL,M20,311.35
F,PL,F30,313.03
M,PL,M30,312.48
M,PL,M40,310.93
M,PL,M40,305.8
M,IT,M60,309.38
F,PL,F40,312.13
M,PL,M50,313.33
F,PL,F40,313.15
F,PL,F40,311.77
F,MN,F50,313.22
M,PL,M30,313.02
M,PL,M20,309.13
M,PL,M40,312.98
M,PL,M30,313.5
M,PL,M40,313.77
M,PL,M40,307.32
M,PL,M50,313.4
M,PL,M20,313.87
M,PL,M40,311.3
M,IL,M50,313.27
M,PL,M40,313.78
M,PL,M30,314.57
M,PL,M50,313.55
M,PL,M30,307.37
M,PL,M40,314.77
M,PL,M50,313.97
M,PL,M50,313.52
M,IT,M60,310.45
M,PL,M70,309.1
M,PL,M50,308.92
F,PL,F20,311.7
M,PL,M40,313.4
F,PL,F30,315.28
M,PL,M40,313.45
M,PL,M30,315.58
M,PL,M40,315.5
M,PL,M20,315.78
M,PL,M30,314.68
M,PL,M30,313.65
M,PL,M50,314.0
M,PL,M30,315.88
F,PL,F30,315.9
M,PL,M30,315.88
M,CN,M40,312.37
M,PL,M20,310.93
M,PL,M50,313.97
M,PL,M30,316.57
M,PL,M40,315.8
F,PL,F40,315.52
M,PL,M30,315.87
F,PL,F30,315.83
M,PL,M30,315.35
F,PL,F40,311.98
M,PL,M20,314.75
M,PL,M40,316.78
F,PL,F40,316.93
M,JP,M30,317.13
M,PL,M20,315.83
M,PL,M20,316.65
M,PL,M20,316.57
F,PL,F20,316.77
M,PL,M60,316.77
M,PL,M50,315.42
M,PL,M40,312.08
M,PL,M20,314.57
M,PL,M50,317.95
M,PL,M40,317.57
M,PL,M40,317.57
F,PL,F30,317.63
M,PL,M40,317.05
M,PL,M40,315.07
F,PT,F60,317.98
M,PL,M30,317.03
M,PL,M30,315.27
M,PL,M30,315.27
M,PL,M30,316.65
M,CH,M40,318.47
M,PL,M40,318.23
M,PL,M20,316.92
M,PL,M50,319.02
F,PL,F40,317.52
M,PL,M20,314.15
M,PL,M30,318.12
F,PL,F30,318.2
F,PL,F40,318.07
M,PL,M30,318.32
F,PL,F30,319.13
M,PL,M40,318.05
M,PL,M30,319.13
F,PL,F30,318.67
M,PL,M20,319.33
M,PL,M20,317.65
F,PL,F30,314.5
M,PL,M30,319.25
F,PL,F30,314.53
F,PL,F30,318.02
M,PL,M50,314.55
M,PL,M60,317.77
M,PL,M30,319.93
M,HK,M50,316.47
F,HK,F50,316.47
M,GB,M20,314.83
F,PL,F30,317.87
M,PL,M40,320.33
M,PL,M40,320.32
M,PL,M30,320.28
F,PL,F30,320.28
F,PL,F30,317.52
M,PL,M50,320.68
M,PL,M40,315.78
M,PL,M40,320.77
M,PL,M60,317.23
M,FR,M20,316.77
M,PL,M40,313.3
F,PL,F30,320.8
M,PL,M30,318.3
F,PL,F20,319.77
M,PL,M40,321.47
M,CA,M50,321.92
M,PL,M50,319.93
M,PL,M60,321.87
M,PL,M30,319.3
F,PL,F30,319.3
M,PL,M30,322.17
F,PL,F30,320.02
M,PL,M20,320.58
M,PL,M40,322.42
M,BY,M30,322.33
M,DE,M60,322.58
F,PL,F40,322.45
F,PL,F30,323.0
M,PL,M20,319.88
F,PL,F20,323.42
F,PL,F40,323.48
F,PL,F30,323.42
M,PL,M40,323.48
F,PL,F20,323.33
M,PL,M40,322.3
M,PL,M30,323.0
M,PL,M30,322.0
M,PL,M20,322.6
M,PL,M40,321.47
M,PL,M40,321.95
F,PL,F20,323.0
M,PL,M30,321.57
M,PL,M40,323.02
F,PL,F20,323.05
M,LT,M50,317.02
F,PL,F40,324.33
M,PL,M40,324.72
M,PL,M30,323.5
M,PL,M30,324.13
F,PL,F40,320.45
M,CA,M50,325.48
M,PL,M30,324.93
M,PL,M20,323.13
M,PL,M30,325.08
F,PL,F20,324.23
F,PL,F20,325.08
M,US,M60,325.33
M,PL,M30,324.85
F,RU,F30,326.4
M,PL,M30,324.8
M,PL,M70,325.72
F,PL,F20,324.87
M,PL,M40,325.78
M,PL,M20,325.12
F,PL,F20,325.1
F,PL,F20,324.05
M,PL,M40,325.62
M,PL,M30,326.57
M,PL,M60,324.2
M,PL,M20,326.55
M,PL,M40,325.95
M,PL,M30,326.45
M,PL,M20,326.25
M,PL,M60,323.93
F,PL,F30,325.83
F,PL,F20,325.73
F,PL,F30,326.9
M,PL,M40,327.13
M,PL,M40,326.3
M,PL,M30,326.15
F,PL,F30,321.38
M,PL,M40,321.38
M,PL,M30,325.37
M,PL,M30,324.9
M,PL,M30,326.18
F,GB,F60,332.18
M,PL,M30,325.08
M,PL,M60,326.0
M,PL,M30,327.33
M,PL,M30,328.02
M,PL,M60,327.87
M,PL,M20,325.63
M,PL,M30,325.12
M,PL,M30,327.18
F,PL,F50,328.52
M,PL,M40,327.87
M,ES,M30,328.13
M,PL,M20,327.88
F,PL,F30,326.53
M,PL,M50,328.25
M,PL,M50,327.98
M,PL,M60,329.23
M,PL,M30,328.3
M,PL,M40,328.77
M,PL,M20,324.98
M,PL,M40,328.67
M,PL,M60,329.53
M,PL,M50,326.73
M,PL,M30,326.9
M,PL,M50,329.2
F,PL,F30,329.6
M,PL,M30,326.02
M,PL,M30,329.78
M,PL,M50,329.15
M,PL,M50,326.45
M,IT,M40,326.3
M,PL,M30,328.27
M,PL,M30,330.12
M,PL,M20,328.18
M,PL,M20,325.4
M,PL,M20,328.78
F,PL,F20,328.78
M,PL,M50,330.52
M,PL,M20,326.42
F,PL,F40,330.53
M,PL,M50,330.53
M,PL,M50,328.67
M,PL,M40,329.17
M,PL,M20,327.12
M,PL,M30,330.38
F,GB,F60,330.82
M,GB,M60,331.27
M,PL,M40,331.43
F,PL,F20,330.38
F,PL,F30,330.57
M,PL,M20,324.57
M,PL,M50,331.17
M,PL,M70,332.08
F,SE,F70,332.55
M,PL,M20,330.18
F,PL,F20,336.33
F,PL,F30,332.65
M,PL,M30,331.12
F,PL,F40,333.27
F,PL,F40,333.27
M,PL,M30,333.48
M,PL,M40,332.93
F,PL,F20,327.0
M,PL,M60,331.7
F,PL,F30,332.67
M,PL,M30,334.52
M,PL,M30,332.65
M,PL,M20,328.33
M,PL,M50,333.53
M,PL,M30,333.25
M,PL,M30,333.55
M,PL,M30,333.58
M,PL,M70,331.87
M,JP,M40,333.42
M,PL,M30,334.23
F,PL,F40,329.17
F,PL,F40,334.28
F,PL,F40,336.72
F,PL,F30,336.72
M,PL,M50,334.22
M,PL,M60,327.28
M,PL,M50,334.55
F,PL,F30,333.78
M,PL,M40,332.62
M,PL,M50,334.43
M,PL,M40,334.87
M,PL,M30,335.5
M,PL,M40,335.68
F,PL,F50,333.18
M,PL,M50,333.2
M,PL,M30,334.35
M,PL,M30,332.77
M,PL,M20,335.35
M,PL,M30,333.72
M,PL,M20,335.78
M,PL,M50,335.83
M,PL,M30,336.17
M,PL,M40,336.75
M,PL,M30,336.03
M,PL,M30,334.42
M,PL,M40,336.42
F,PL,F20,336.55
F,PL,F20,337.15
M,PL,M30,337.6
M,PL,M30,336.82
F,PL,F20,337.37
M,PL,M30,337.72
F,PL,F40,337.48
M,PL,M60,337.97
F,PL,F30,338.18
M,PL,M40,339.12
F,SE,F50,338.17
F,PL,F30,339.22
M,PL,M60,339.2
M,PL,M30,337.38
M,PL,M60,337.0
F,PL,F30,333.25
F,PL,F30,339.67
F,PL,F30,339.43
M,PL,M30,340.13
F,PL,F30,340.08
M,PL,M40,337.67
M,PL,M50,334.63
M,PL,M40,341.4
M,PL,M40,337.6
M,PL,M20,341.67
F,PL,F30,338.03
M,PL,M50,341.53
M,PL,M30,341.67
M,GB,M60,341.52
F,PL,F40,341.7
F,PL,F30,341.5
M,PL,M20,337.53
M,PL,M20,337.55
M,PL,M20,341.32
F,PL,F20,341.3
F,PL,F30,342.63
M,PL,M30,338.43
F,PL,F30,343.78
M,PL,M40,343.68
M,PL,M20,352.7
M,PL,M60,344.9
M,PL,M30,344.7
M,PL,M60,342.87
F,PL,F40,345.35
M,PL,M30,344.22
M,PL,M40,345.42
F,PL,F20,345.07
F,PL,F20,345.1
M,PL,M30,344.02
M,PL,M40,345.85
M,PL,M40,346.47
M,PL,M40,344.13
M,PL,M60,346.93
M,PL,M40,346.58
M,PL,M70,343.53
F,PL,F20,347.78
M,PL,M30,346.92
M,PL,M30,346.92
M,PL,M30,347.85
M,PL,M30,348.08
M,PL,M20,345.55
F,PL,F30,348.58
M,PL,M40,346.62
M,JP,M20,349.08
M,PL,M70,348.83
F,PL,F40,349.52
M,PL,M40,345.87
F,PL,F30,350.1
M,PL,M30,350.1
M,PL,M40,345.58
F,EE,F60,347.32
M,PL,M20,348.42
M,PL,M40,351.53
F,PL,F30,351.75
M,PL,M20,350.3
M,EC,M50,343.52
F,PL,F20,352.75
M,PL,M20,352.75
F,PL,F40,352.62
F,PL,F50,352.73
F,PL,F40,349.55
F,PL,F40,352.68
F,PL,F30,350.35
F,PL,F20,354.28
M,PL,M50,348.58
M,JP,M30,354.33
M,GR,M30,351.32
M,PL,M40,354.07
M,PL,M20,360.32
F,PL,F20,360.32
M,JP,M40,355.15
M,PL,M20,355.48
F,PL,F50,355.47
M,DE,M30,351.65
M,PL,M40,355.77
M,PL,M40,353.18
M,PL,M30,357.2
M,FR,M20,357.27
M,PL,M20,350.47
M,PL,M40,358.77
M,PL,M30,358.67
M,PL,M40,358.4
F,PL,F30,358.72
M,PL,M20,358.2
F,PL,F30,359.13
F,PL,F40,356.78
F,PL,F40,358.85
F,PL,F40,359.07
M,PL,M50,355.77
M,PL,M40,357.52
F,PL,F30,359.65
M,PL,M30,359.65
M,PL,M50,350.87
M,PL,M20,357.73
M,PL,M30,360.57
F,PL,F40,362.58
M,PL,M30,363.68
M,PL,M30,363.38
M,PL,M20,363.4
M,PL,M20,363.35
M,PL,M40,361.5
M,KZ,M20,365.17
M,PL,M50,365.5
M,PL,M40,374.6
M,PL,M30,366.75
F,PL,F30,366.72
F,PL,F40,366.9
F,PL,F40,366.9
M,PL,M60,358.98
F,PL,F40,368.27
M,PL,M40,369.57
M,PL,M60,369.98
M,PL,M30,370.3
M,PL,M60,373.75
M,PL,M50,373.02
M,PL,M50,375.13
M,PL,M30,375.78
M,PL,M20,379.3
F,PL,F30,382.03
M,PL,M40,391.58
M,PL,M40,405.92
M,PL,M60,403.0
M,PL,M30,413.72
M,PL,M50,413.72
M,PL,M50,413.07
M,PL,M30,414.12
